0	-1	3
0.01	-1.1552	2.78683
0.02	-1.30107	2.58692
0.03	-1.43818	2.39945
0.04	-1.56703	2.22367
0.05	-1.68812	2.05885
0.06	-1.8019	1.90434
0.07	-1.9088	1.7595
0.08	-2.00922	1.62375
0.09	-2.10354	1.49653
0.1	-2.19212	1.37731
0.11	-2.27528	1.26562
0.12	-2.35334	1.161
0.13	-2.42659	1.06301
0.14	-2.4953	0.97125
0.15	-2.55974	0.885344
0.16	-2.62015	0.804935
0.17	-2.67675	0.729689
0.18	-2.72975	0.659292
0.19	-2.77937	0.59345
0.2	-2.82578	0.531888
0.21	-2.86916	0.474345
0.22	-2.90968	0.420578
0.23	-2.94749	0.37036
0.24	-2.98273	0.323475
0.25	-3.01555	0.279721
0.26	-3.04608	0.238911
0.27	-3.07442	0.200866
0.28	-3.10071	0.165421
0.29	-3.12503	0.132418
0.3	-3.1475	0.10171
0.31	-3.1682	0.0731614
0.32	-3.18722	0.0466412
0.33	-3.20465	0.0220284
0.34	-3.22055	-0.000790871
0.35	-3.23501	-0.0219237
0.36	-3.24809	-0.0414704
0.37	-3.25986	-0.0595253
0.38	-3.27037	-0.0761769
0.39	-3.27968	-0.0915081
0.4	-3.28784	-0.105597
0.41	-3.2949	-0.118517
0.42	-3.3009	-0.130336
0.43	-3.3059	-0.141119
0.44	-3.30993	-0.150927
0.45	-3.31303	-0.159815
0.46	-3.31523	-0.167839
0.47	-3.31656	-0.175047
0.48	-3.31707	-0.181486
0.49	-3.31677	-0.187201
0.5	-3.3157	-0.192233
0.51	-3.31387	-0.196621
0.52	-3.31132	-0.200401
0.53	-3.30807	-0.203608
0.54	-3.30413	-0.206273
0.55	-3.29953	-0.208427
0.56	-3.29429	-0.210098
0.57	-3.28842	-0.211312
0.58	-3.28194	-0.212095
0.59	-3.27485	-0.212469
0.6	-3.26719	-0.212457
0.61	-3.25896	-0.212079
0.62	-3.25017	-0.211354
0.63	-3.24083	-0.210301
0.64	-3.23096	-0.208937
0.65	-3.22056	-0.207277
0.66	-3.20965	-0.205337
0.67	-3.19823	-0.20313
0.68	-3.1863	-0.200669
0.69	-3.17389	-0.197968
0.7	-3.16099	-0.195037
0.71	-3.14761	-0.191888
0.72	-3.13375	-0.18853
0.73	-3.11943	-0.184973
0.74	-3.10465	-0.181227
0.75	-3.08941	-0.177299
0.76	-3.07371	-0.173197
0.77	-3.05756	-0.168929
0.78	-3.04097	-0.164501
0.79	-3.02393	-0.159921
0.8	-3.00646	-0.155194
0.81	-2.98854	-0.150326
0.82	-2.9702	-0.145322
0.83	-2.95142	-0.140187
0.84	-2.93221	-0.134926
0.85	-2.91257	-0.129544
0.86	-2.8925	-0.124044
0.87	-2.87202	-0.11843
0.88	-2.8511	-0.112705
0.89	-2.82977	-0.106874
0.9	-2.80801	-0.10094
0.91	-2.78583	-0.0949046
0.92	-2.76324	-0.0887713
0.93	-2.74022	-0.0825426
0.94	-2.71679	-0.0762209
0.95	-2.69294	-0.0698085
0.96	-2.66867	-0.0633075
0.97	-2.64398	-0.0567197
0.98	-2.61887	-0.0500472
0.99	-2.59335	-0.0432914
1	-2.56741	-0.0364542
