0	1	1
0.01	1.01	0.99
0.02	1.0199	0.9799
0.03	1.0297	0.969701
0.04	1.0394	0.959404
0.05	1.04899	0.94901
0.06	1.05848	0.93852
0.07	1.06787	0.927935
0.08	1.07714	0.917257
0.09	1.08632	0.906485
0.1	1.09538	0.895622
0.11	1.10434	0.884668
0.12	1.11319	0.873625
0.13	1.12192	0.862493
0.14	1.13055	0.851274
0.15	1.13906	0.839968
0.16	1.14746	0.828578
0.17	1.15574	0.817103
0.18	1.16392	0.805546
0.19	1.17197	0.793907
0.2	1.17991	0.782187
0.21	1.18773	0.770388
0.22	1.19544	0.75851
0.23	1.20302	0.746556
0.24	1.21049	0.734526
0.25	1.21783	0.722421
0.26	1.22506	0.710243
0.27	1.23216	0.697992
0.28	1.23914	0.685671
0.29	1.24599	0.673279
0.3	1.25273	0.660819
0.31	1.25934	0.648292
0.32	1.26582	0.635699
0.33	1.27218	0.62304
0.34	1.27841	0.610319
0.35	1.28451	0.597535
0.36	1.29048	0.584689
0.37	1.29633	0.571785
0.38	1.30205	0.558821
0.39	1.30764	0.545801
0.4	1.3131	0.532724
0.41	1.31842	0.519593
0.42	1.32362	0.506409
0.43	1.32868	0.493173
0.44	1.33361	0.479886
0.45	1.33841	0.46655
0.46	1.34308	0.453166
0.47	1.34761	0.439735
0.48	1.35201	0.426259
0.49	1.35627	0.412739
0.5	1.3604	0.399176
0.51	1.36439	0.385572
0.52	1.36825	0.371928
0.53	1.37196	0.358246
0.54	1.37555	0.344526
0.55	1.37899	0.330771
0.56	1.3823	0.316981
0.57	1.38547	0.303158
0.58	1.3885	0.289303
0.59	1.39139	0.275418
0.6	1.39415	0.261504
0.61	1.39676	0.247563
0.62	1.39924	0.233595
0.63	1.40158	0.219603
0.64	1.40377	0.205587
0.65	1.40583	0.191549
0.66	1.40774	0.177491
0.67	1.40952	0.163414
0.68	1.41115	0.149318
0.69	1.41265	0.135207
0.7	1.414	0.12108
0.71	1.41521	0.10694
0.72	1.41628	0.0927883
0.73	1.41721	0.0786256
0.74	1.41799	0.0644535
0.75	1.41864	0.0502736
0.76	1.41914	0.0360872
0.77	1.4195	0.0218959
0.78	1.41972	0.00770086
0.79	1.4198	-0.00649633
0.8	1.41973	-0.0206943
0.81	1.41952	-0.0348916
0.82	1.41917	-0.0490868
0.83	1.41868	-0.0632786
0.84	1.41805	-0.0774654
0.85	1.41728	-0.0916459
0.86	1.41636	-0.105819
0.87	1.4153	-0.119982
0.88	1.4141	-0.134135
0.89	1.41276	-0.148276
0.9	1.41128	-0.162404
0.91	1.40965	-0.176517
0.92	1.40789	-0.190613
0.93	1.40598	-0.204692
0.94	1.40394	-0.218752
0.95	1.40175	-0.232791
0.96	1.39942	-0.246809
0.97	1.39695	-0.260803
0.98	1.39434	-0.274773
0.99	1.3916	-0.288716
1	1.38871	-0.302632
1.01	1.38568	-0.316519
1.02	1.38252	-0.330376
1.03	1.37921	-0.344201
1.04	1.37577	-0.357993
1.05	1.37219	-0.371751
1.06	1.36847	-0.385473
1.07	1.36462	-0.399158
1.08	1.36063	-0.412804
1.09	1.3565	-0.42641
1.1	1.35224	-0.439975
1.11	1.34784	-0.453497
1.12	1.3433	-0.466976
1.13	1.33863	-0.480409
1.14	1.33383	-0.493795
1.15	1.32889	-0.507133
1.16	1.32382	-0.520422
1.17	1.31861	-0.53366
1.18	1.31328	-0.546847
1.19	1.30781	-0.559979
1.2	1.30221	-0.573057
1.21	1.29648	-0.58608
1.22	1.29062	-0.599044
1.23	1.28463	-0.61195
1.24	1.27851	-0.624797
1.25	1.27226	-0.637582
1.26	1.26588	-0.650304
1.27	1.25938	-0.662963
1.28	1.25275	-0.675557
1.29	1.246	-0.688085
1.3	1.23911	-0.700545
1.31	1.23211	-0.712936
1.32	1.22498	-0.725257
1.33	1.21773	-0.737507
1.34	1.21035	-0.749684
1.35	1.20286	-0.761787
1.36	1.19524	-0.773816
1.37	1.1875	-0.785768
1.38	1.17964	-0.797643
1.39	1.17167	-0.80944
1.4	1.16357	-0.821156
1.41	1.15536	-0.832792
1.42	1.14703	-0.844346
1.43	1.13859	-0.855816
1.44	1.13003	-0.867202
1.45	1.12136	-0.878502
1.46	1.11257	-0.889716
1.47	1.10368	-0.900842
1.48	1.09467	-0.911878
1.49	1.08555	-0.922825
1.5	1.07632	-0.93368
1.51	1.06698	-0.944444
1.52	1.05754	-0.955113
1.53	1.04799	-0.965689
1.54	1.03833	-0.976169
1.55	1.02857	-0.986552
1.56	1.0187	-0.996838
1.57	1.00874	-1.00702
1.58	0.998665	-1.01711
1.59	0.988494	-1.0271
1.6	0.978223	-1.03698
1.61	0.967853	-1.04677
1.62	0.957386	-1.05644
1.63	0.946821	-1.06602
1.64	0.936161	-1.07549
1.65	0.925406	-1.08485
1.66	0.914558	-1.0941
1.67	0.903617	-1.10325
1.68	0.892584	-1.11228
1.69	0.881461	-1.12121
1.7	0.870249	-1.13002
1.71	0.858949	-1.13873
1.72	0.847562	-1.14732
1.73	0.836089	-1.15579
1.74	0.824531	-1.16415
1.75	0.812889	-1.1724
1.76	0.801165	-1.18053
1.77	0.78936	-1.18854
1.78	0.777474	-1.19643
1.79	0.76551	-1.20421
1.8	0.753468	-1.21186
1.81	0.741349	-1.2194
1.82	0.729155	-1.22681
1.83	0.716887	-1.2341
1.84	0.704546	-1.24127
1.85	0.692134	-1.24832
1.86	0.67965	-1.25524
1.87	0.667098	-1.26203
1.88	0.654478	-1.26871
1.89	0.641791	-1.27525
1.9	0.629038	-1.28167
